,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1577,17/09/2024,Il Borghetto green room,"The Borghetto B&B. is  a newly built property with a modern concept of hospitality. In a spacious and bright environment, it  consists  of three bedrooms, one double and the other up to five seats. NB it is also possible to stay in individual rooms referring to the articles : Il Borghetto red room; Il Borghetto ocean room; Il Borgetto green room. Located in the ""Old Town"", the nerve centre of Naples, it is a great starting point for observing the  beauty of the city.",Sin especificar,https://a0.muscache.com/pictures/00b03fe0-4664-4e11-8f52-f9525634cf1f.jpg,Christian,20/12/2015,Sin especificar,within an hour,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Smoking allowed"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""Self check-in"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Breakfast"", ""Heating"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Stove"", ""TV"", ""Lockbox"", ""First aid kit""]",Sin especificar,t,17/09/2024,17/05/2024,Sin especificar,t,25336595.0,1.0,0.95,6.0,7.0,2.0,1.0,1.0,2.0,40.0,1.0,200.5,11,25,310,84.0,14.0,0.0,4.58,4.68,4.76,4.69,5.0,4.61,4.63,1.13
1579,17/09/2024,Rest a Napoli B&B - Camera singola,"B&B Rest in Naples is a Bed & Breakfast in the historic center of Naples, in the heart of the Neapolitan city.<br />Newly built, our B&B in Naples is modern and comfortable.<br />Single Room with BALCONY, Air Conditioning, Wifi, Smart TV, Minibar, Safe. Furnished in a modern style, with fresh and vibrant colours. Free WiFi, TV, breakfast room, heating, minibar and safe. BREAKFAST INCLUDED.",Sin especificar,https://a0.muscache.com/pictures/f34885dc-ec60-42be-bca6-e366f21046a7.jpg,Stefano,23/05/2018,Sin especificar,within an hour,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,23/08/2024,IT063049B47YY3FW78,t,25341128.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,83.0,1.0,200.5,12,42,119,17.0,3.0,1.0,5.0,4.88,4.88,4.71,4.94,5.0,4.88,0.22
1580,17/09/2024,Rest a Napoli B&B- Camera matrimoniale con balcone,"B&B Rest in Naples is a B&B in the historic center of Naples, in the heart of the city of Naples.<br />Newly built, our B&B in Naples is modern and comfortable.<br />Double Room with BALCONY. It has air conditioning, Wifi, Smart TV, Minibar, safe. Furnished in a modern style, with fresh and vibrant colors. At guests' disposal: Free Wifi, TV, breakfast room, heating, minibar and safe. BREAKFAST INCLUDED",Sin especificar,https://a0.muscache.com/pictures/bed8bc8e-cdd9-44b6-8d71-b3014569c4c2.jpg,Stefano,23/05/2018,Sin especificar,within an hour,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,12/09/2022,IT063049B47YY3FW78,t,25361249.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,119.0,1.0,200.5,9,26,103,6.0,0.0,0.0,4.83,5.0,5.0,5.0,5.0,4.83,4.67,0.08
1581,17/09/2024,Rest a Napoli B&B - Camera Familiare con Balcone,"The B&B Rest in Naples is a Bed & Breakfast in the historic center of Naples, in the heart of the Neapolitan city.<br />Newly built, our B&B in Naples is modern and comfortable.<br />Family room with BALCONY, Air conditioning, Wifi, Smart TV, Minibar, Safe. Furnished in a modern style, with fresh and vibrant colours. Free WiFi, TV, breakfast room, heating, minibar and safe. BREAKFAST INCLUDED.",Sin especificar,https://a0.muscache.com/pictures/b7f586f9-400a-4fc5-bf5d-a9628877783d.jpg,Stefano,23/05/2018,Sin especificar,within an hour,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,10/07/2024,IT063049B47YY3FW78,t,25361901.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.2,117.6,1.0,200.5,21,44,121,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
1582,17/09/2024,B&B Alexander  Suite Amalfi,"B&B in the heart of the neighborhood. A few meters from the metro line 1, Montedonzelli, a strategic point to be able to reach all destinations, a carefully curated b&b to make the guest feel at home. All the comforts are quiet and equipped with heating and ceiling fan, 32-inch LCD TV, desk, closet, a rich breakfast, accessories and personal bath linens are always provided","The neighborhood is a high business rate with many well-known  brand stores and is a residential neighborhood near the Certosa de San Martino, Camaldoli Park and Floridian Villa",https://a0.muscache.com/pictures/airflow/Hosting-24628402/original/658ed655-2208-472d-98ba-c0c908095d73.jpg,Alessandro,03/11/2017,Sono una persona dinamica che ama viaggiare ho intrapreso questo lavoro nel lontano anno 2004 per conoscere nuove persone i loro costumi e le loro usanze sono molto disponibile con i miei ospiti per far in modo che si sentano a loro agio e possano godere a pieno la meravigliosa cittÃ  ,within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Laundromat nearby"", ""Essentials"", ""Coffee maker"", ""Ceiling fan"", ""Cooking basics"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Iron"", ""Extra pillows and blankets"", ""Cleaning products"", ""Freezer"", ""Breakfast"", ""Carbon monoxide alarm"", ""Body soap"", ""Heating"", ""Fire extinguisher"", ""Babysitter recommendations"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Paid parking garage on premises"", ""Host greets you"", ""Wine glasses"", ""Shampoo"", ""Hangers"", ""Private patio or balcony"", ""Wifi"", ""Refrigerator"", ""Gas stove"", ""Bed linens"", ""Long term stays allowed"", ""Private gym nearby"", ""Outlet covers"", ""Outdoor furniture"", ""Single level home"", ""Paid parking off premises"", ""First aid kit"", ""Hot water kettle"", ""Outdoor dining area"", ""32 inch HDTV with standard cable"", ""Coffee""]",Sin especificar,t,17/09/2024,09/09/2023,Sin especificar,f,24628402.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,60.0,1.0,200.5,19,49,354,2.0,0.0,0.0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,0.05
1603,17/09/2024,NovaNova bed and breakfast Room 2,Apartment in the historic center of Naples located on the second floor of a prestigious Old Palace.,Stylish atmosphere in the heart of old town of Naples.<br />The charming church Santa Maria La Nova is the view you'll see from some of our rooms.,https://a0.muscache.com/pictures/813b6d43-77cc-4564-8451-dba3c65054d9.jpg,Cristiano,04/06/2018,Sin especificar,Sin especificar,f,['phone'],t,f,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""TV"", ""Exterior security cameras on property"", ""Luggage dropoff allowed"", ""Breakfast"", ""Essentials"", ""Shampoo"", ""First aid kit"", ""Elevator"", ""Paid parking on premises"", ""Hangers"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Iron"", ""Hair dryer"", ""Keypad""]",Sin especificar,t,17/09/2024,10/06/2018,Sin especificar,t,25697016.0,1.0,0.9,3.0,3.0,4.0,1.0,3.0,2.0,190.0,1.0,200.5,18,41,56,1.0,0.0,0.0,5.0,5.0,5.0,4.9,5.0,5.0,4.8,0.01
1612,17/09/2024,Nonna Pina Art Rooms,"All rooms at ""Nonna  Pina"" are furnished with great care. Double bed, desk, air conditioning, TV. The bathroom is large with a spacious and modern shower. The structure guarantees privacy to every guest who owns your room will benefit from a common area with equipped kitchen. The property is serious, clean, safe. The value for money combined with the extraordinary logistical location makes Nonna Pina, the right place for a business clientele.","We are in Piazza Garibaldi. So central to everything. Central station is 2 minutes away. There is also the brand new metro that connects us to the main squares of the city: San Pasquale (shopping, restaurants, cinema, bar); Cavour (archaeological museum, historic center); City Hall (maritime station - cruise terminal - beverello pier with hydrofoils for the Capri - Ischia and Sorrento peninsula islands). Great value is the Circumvesuviana Station that connects us to the excavations of Herculaneum, Pompeii and solar Sorrento.<br />In the square there are of course banks, supermarkets, pharmacies, mail, taxi. We are in Piazza Garibaldi, that is, the main one in the city, so on the station side, so also with all the cons of ethnic chaoticness that as in any city this entails.",https://a0.muscache.com/pictures/2fa6be8d-e269-47c2-bfa1-502315f86fe5.jpg,Loredana,30/05/2018,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Exterior security cameras on property"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Hair dryer"", ""Keypad""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,f,25505493.0,1.0,0.9,1.0,2.0,2.0,1.0,1.0,2.2,117.6,1.0,200.5,0,0,0,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
1619,17/09/2024,NovaNova bed and breakfast Room 3,Apartment in the historic center of Naples located on the second floor of a prestigious Old Palace.,Stylish atmosphere in the heart of old town of Naples.<br />The charming church Santa Maria La Nova is the view you'll see from some of our rooms.,https://a0.muscache.com/pictures/614c2ac9-a0cf-4773-9b02-a8e0178ef0bc.jpg,Cristiano,04/06/2018,Sin especificar,Sin especificar,f,['phone'],t,f,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""TV"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Iron"", ""Hair dryer"", ""Keypad""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,25778581.0,1.0,0.9,3.0,3.0,2.0,1.0,3.0,2.2,117.6,2.0,200.5,8,31,46,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
1666,17/09/2024,NovaNova Bed and Breakfast Room1,Sin especificar,Sin especificar,https://a0.muscache.com/pictures/e8045a14-956e-492e-a2f6-73919ebd11fb.jpg,Cristiano,04/06/2018,Sin especificar,Sin especificar,f,['phone'],t,f,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""TV"", ""Exterior security cameras on property"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""First aid kit"", ""Elevator"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Hair dryer""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,26044386.0,1.0,0.9,3.0,3.0,3.0,1.0,1.0,2.2,117.6,1.0,14.0,16,40,55,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
1706,17/09/2024,President Suites camera Blue,"President Suites is a B&B ready to accommodate and satisfy all the needs of travelers, as the host himself is a regular traveler, the ""Red"" room is very comfortable and has a balcony equipped with a table, chairs and views of the main course, it also has a private bathroom in the room equipped with all the comforts and WI-FI and ETHERNET internet connection, 40-inch 4k smart TV with free NETFLIX, mini fridge with courtesy water and much more","Piazza Carlo third, immediately adjacent my structure is one of the best known squares in the center of Naples, very well connected to reach any area of Naples either on foot or by public transport",https://a0.muscache.com/pictures/3a1135cb-7b61-41c4-aeba-522e4a50d307.jpg,Gennaro,14/06/2018,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Self check-in"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Breakfast"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Ethernet connection"", ""TV"", ""Long term stays allowed"", ""Lockbox"", ""Paid parking off premises"", ""Crib""]",Sin especificar,t,17/09/2024,01/08/2023,Sin especificar,t,26242965.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,144.0,1.0,30.0,8,29,106,61.0,0.0,0.0,4.75,4.82,4.93,4.85,4.92,4.43,4.69,0.8
1707,17/09/2024,President Suites camera Grigia,"President Suites is a B&B ready to host and meet all the needs of travelers, as the host himself is a regular traveler, the ""GRAY"" room is very comfortable and has a balcony equipped with a table, chairs and a view of the main street. It also has a private bathroom in the room equipped with all the comforts and WI-FI and ETHERNET internet, a 40-inch 4k smart TV with free NETFLIX, mini fridge with courtesy water, and more","Piazza Carlo third, immediately adjacent my structure is one of the best known squares in the center of Naples, very well connected to reach any area of Naples either on foot or by public transport",https://a0.muscache.com/pictures/e2811707-9613-4afe-a8b3-7191646e685b.jpg,Gennaro,14/06/2018,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Mini fridge"", ""Laundromat nearby"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Self check-in"", ""Drying rack for clothing"", ""Iron"", ""Extra pillows and blankets"", ""AC - split type ductless system"", ""Freezer"", ""Breakfast"", ""Carbon monoxide alarm"", ""Bidet"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dishes and silverware"", ""Free street parking"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Paid parking garage off premises"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""TV"", ""Paid valet parking on premises"", ""Shower gel"", ""Single level home"", ""Building staff"", ""Crib"", ""Coffee""]",Sin especificar,t,17/09/2024,06/03/2023,Sin especificar,t,26243716.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,143.0,1.0,30.0,9,37,114,12.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.92,4.92,0.16
1708,17/09/2024,President Suites Camera Rossa,"President Suites is a B&B ready to accommodate and satisfy all the needs of travelers, as the host himself is a regular traveler, the ""Red"" room is very comfortable and has a balcony equipped with a table, chairs and views of the main course, it also has a private bathroom in the room equipped with all the comforts and WI-FI and ETHERNET internet connection, 40-inch 4k smart TV with free NETFLIX, mini fridge with courtesy water and much more","Piazza Carlo third, immediately adjacent my structure is one of the best known squares in the center of Naples, very well connected to reach any area of Naples either on foot or by public transport",https://a0.muscache.com/pictures/69cde5b1-0877-4cc6-bb83-d4ca7ff26dac.jpg,Gennaro,14/06/2018,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Self check-in"", ""Iron"", ""Extra pillows and blankets"", ""Breakfast"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Private patio or balcony"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Ethernet connection"", ""TV"", ""Lockbox"", ""Paid parking off premises"", ""Crib""]",Sin especificar,t,17/09/2024,02/08/2024,Sin especificar,t,26245834.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,133.0,1.0,30.0,6,35,112,14.0,2.0,0.0,4.86,4.93,5.0,4.93,4.93,4.79,4.86,0.18
1709,17/09/2024,President Suites Camera Gialla,"President Suites is a B&B ready to host and meet all the needs of travelers, as the host himself is a regular traveler, the ""YELLOW"" room is very comfortable and has a balcony equipped with a table, chairs and a view of the main street. It also has a private bathroom in the room equipped with all the comforts and WI-FI and ETHERNET internet, a 40-inch 4k smart TV with free NETFLIX, mini fridge with courtesy water, and more","Piazza Carlo third, immediately adjacent my structure is one of the best known squares in the center of Naples, very well connected to reach any area of Naples either on foot or by public transport",https://a0.muscache.com/pictures/0462a9b3-14af-4d56-b082-f07b37f87264.jpg,Gennaro,14/06/2018,Sin especificar,within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Kitchen"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Self check-in"", ""Dedicated workspace"", ""Iron"", ""Breakfast"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Fire extinguisher"", ""Dishes and silverware"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""TV"", ""Lockbox"", ""Paid parking off premises"", ""Crib""]",Sin especificar,t,17/09/2024,28/06/2018,Sin especificar,t,26246925.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.2,117.6,1.0,30.0,17,46,121,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
1827,17/09/2024,Camera Comfort con Balcone Vista CittÃ ,"Refined and quiet, this room is the ideal solution for those who are looking for a short break of tranquility while enjoying all the comforts.<br /><br />The private bathroom has a shower, hairdryer, courtesy kit and pure cotton linen.<br /><br />The room is equipped with every comfort, air conditioning, free Wi-Fi, SMART TV, minibar, minibar, safe.",Located in the wonderful village of Santa Lucia just a short walk from the Caracciolo promenade and the famous Piazza del Plebiscito.,https://a0.muscache.com/pictures/miso/Hosting-29532893/original/9fe2f51b-e6d6-49b5-bcd9-771703a6a519.jpeg,Giorgio,05/11/2013,Sin especificar,within an hour,f,"['email', 'phone', 'work_email']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Iron"", ""Breakfast"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""TV with standard cable"", ""Fire extinguisher"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Host greets you"", ""Shampoo"", ""High chair"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Pets allowed"", ""Long term stays allowed"", ""Paid parking on premises"", ""First aid kit"", ""Crib""]",Sin especificar,t,17/09/2024,17/08/2024,Sin especificar,t,29532893.0,1.0,1.0,3.0,3.4,2.0,1.0,1.0,1.0,93.3,1.0,28.0,17,47,350,5.0,3.0,0.0,5.0,5.0,5.0,4.6,5.0,5.0,5.0,0.18
1947,17/09/2024,Family Gelsomino,"The GELSOMINO apartment for up to 4 people is equipped with a flat-screen TV, private bathroom with bidet and complimentary toiletries, air conditioning, wardrobe and free WIFI. It is bright and spacious on two levels; the widest of the three. It has",Sin especificar,https://a0.muscache.com/pictures/37a960ae-5f3c-4a1f-ba4e-ae259024e1ea.jpg,Laura,12/04/2018,Sin especificar,within a few hours,f,"['email', 'phone']",t,f,Sin especificar,Room in bed and breakfast,Hotel room,1 bath,"[""Hot water"", ""TV"", ""Breakfast"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Crib"", ""Hair dryer""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,30028950.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,2.2,131.0,1.0,200.5,11,35,81,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
1948,17/09/2024,Apartment Glicine 4 people Relais al Museo,"The GLICINE apartment for up to 4 people is equipped with flat-screen TV, private bathroom with bidet and courtesy set, air conditioning, wardrobe and free WIFI.It is bright and spacious on two levels, with kitchenette and balcony overlooking exterio",Sin especificar,https://a0.muscache.com/pictures/820f6812-53af-4c58-80c2-5e22a0289cab.jpg,Laura,12/04/2018,Sin especificar,within a few hours,f,"['email', 'phone']",t,f,Sin especificar,Room in bed and breakfast,Hotel room,1 bath,"[""Hot water"", ""TV"", ""Breakfast"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Crib""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,30029093.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,108.0,1.0,200.5,13,39,85,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
1959,17/09/2024,Stanza Foglia,"Room with window, balcony and private bathroom. Double bed, wardrobe with drawers, desk, luggage rack, 32 ""flat screen TV, air conditioning with heat pump, heat pump, heater, and tea kettle.",The apartment is part of a building located in the best area of Naples called Chiaia where there are elegant buildings and shops of the big brands of high fashion.,https://a0.muscache.com/pictures/d98fa559-e110-41aa-951a-2fdf6fc0b30a.jpg,Gianfranco,12/10/2018,Sin especificar,Sin especificar,f,"['email', 'phone']",t,f,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Iron"", ""Breakfast"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Host greets you"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Pets allowed"", ""TV"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,29267378.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,108.0,1.0,30.0,5,26,321,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
1987,17/09/2024,Il ramo d'oro bed & breakfast,"Large double room (double or two single beds), non-smoking with private bathroom, semi-panoramic bathroom, television and DVD player, wifi throughout the property, panoramic breakfast room, reading room with library and computer, art gallery with frequent set-up changes. Furnished terraces.<br />Unique identification code Ragione Campania (COURSE)<br />15063049EXT0595","The accommodation is located on the Vomero hill, one of the most elegant neighborhoods in the city with ample shopping possibilities, public parks, Duke of Martino museum, Castel Sant'Elmo, Certosa di San Martino, theaters, cinemas, restaurants, bars, nightclubs, well connected to the historic center.",https://a0.muscache.com/pictures/aa83860c-11ce-44e0-bd71-e1daf15a41c6.jpg,Vincenzo,23/01/2018,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Patio or balcony"", ""Dishwasher"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Stove"", ""Oven"", ""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Refrigerator"", ""Air conditioning"", ""Microwave"", ""Hair dryer""]",Sin especificar,t,17/09/2024,05/08/2024,Codice identificativo unico regione Campania (CURS)  15063049EXT0595,t,30328851.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,80.0,1.0,30.0,20,20,51,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.68
2003,17/09/2024,Amedeo Square - Camera Deluxe Affaccio Esterno,"amedeo Square b&b is located in the elegant Chiaia neighborhood. The property is in a wonderful Liberty building and offers free WiFi in all areas. Centrally located, it is only 20 metres from the metro station and 100 metres from the Vomero funicular. The rooms are modern, air-conditioned and equipped with flat-screen TV and a private bathroom with shower, bidet, bathrobes, complimentary toiletries and hairdryer. It's a perfect place for scenery and atmosphere","Very close to the sea and all the centres of cultural, artistic and social interest that the city enjoys.<br />Public connections, including Metro, Cumana, Porto and Mergellina Station, are just a few minutes' walk from the hotel and allow you to easily reach the historic city centre, the sites of Pompeii and Herculaneum and the islands.",https://a0.muscache.com/pictures/cb96ecd5-8612-4bb0-9941-6747a66a6cb8.jpg,Augusto,28/11/2018,"Mi piace il calcio, ballare, girare per la mia cittÃ  e vivere ogni giorno in maniera sempre nuova. Amo i cani ma ho una predilizione per i gatti.",within a day,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Hair dryer"", ""Pets allowed""]",Sin especificar,t,17/09/2024,25/04/2023,Sin especificar,t,30370426.0,1.0,0.97,3.0,12.0,3.0,1.0,1.0,2.0,84.0,1.0,200.5,10,24,24,2.0,0.0,0.0,4.8,4.9,4.9,5.0,5.0,5.0,4.8,0.08
2006,17/09/2024,Silia House 3,"Newly renovated apartment in the center of naples in modern palace steps from every naples attraction<br />Private room with independent access, en-suite bathroom, smart TV, air conditioning, soundproofing fixtures, safe, wifi etc...",Sin especificar,https://a0.muscache.com/pictures/cf94f210-6ef8-43cf-88db-5fc61dd29046.jpg,Luigi,28/06/2013,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Essentials"", ""Elevator"", ""32 inch HDTV with Netflix"", ""Coffee maker"", ""Iron"", ""AC - split type ductless system"", ""Carbon monoxide alarm"", ""Heating"", ""Fire extinguisher"", ""Babysitter recommendations"", ""Room-darkening shades"", ""Window guards"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Pets allowed"", ""Long term stays allowed"", ""Paid parking on premises"", ""Paid parking off premises"", ""First aid kit""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,30416566.0,1.0,0.9,5.0,5.0,2.0,1.0,1.0,1.0,170.0,1.0,27.0,21,39,39,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
